sentence,label
"१९३९ में, आकाशवाणी ने उन्हें एक कलाकार के रूप में नियुक्त किया।",O O B-CORP O O O O O O O O O
वह आखिरी बार 1. एफएफसी टर्बाइन पॉट्सडैम के लिए खेली थी।,O O O B-GRP I-GRP I-GRP I-GRP O O O O
१९०८ में बेर्गेन में उनकी मृत्यु हो गई।,O O B-LOC O O O O O
यह बवेरियन हाइलैंड्स से शीर्षक वाले छह गानों के सेट में से तीन के ऑर्केस्ट्रा की व्यवस्था है।,O B-CW I-CW I-CW O O O O O O O O O O O O O O
"इसका अधिकांश भाग ब्रिस्टल के पूर्वी उपनगरों से होकर जाता है, हालांकि यह शहर की सीमाओं के बाहर रहता है।",O O O B-LOC O O O O O O O O O O O O O O O O
क्विंसी को अलग-अलग इतिहास और विशेषताओं के साथ कई मुहल्ला में विभाजित किया गया है।,O O O O O O O O O B-LOC O O O O O
उन्होंने मार्गेट एफ.सी. के लिए कुल ८ प्रस्तुतियां दीं।,O B-GRP I-GRP O O O O O O
उनमें से पांच एल्बम बोर्ड चार्ट पर चार्ट किए गए हैं।,O O O O B-CW O O O O O O
बर्जर्के इंगल्स ग्रुप (बिग) को स्टेडियम और नए बॉलपार्क के आसपास के विकास की योजनाओं को विकसित करने में मुख्य डिजाइनर के रूप में नियुक्त किया गया था।,B-CORP I-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O O O O O
१९६७ में मारियो एंड्रेटी रेस में दबदबा देखा।,O O B-PER I-PER O O O O
एकीकृत एयरलाइन आरक्षण प्रणाली और वैश्विक वितरण प्रणाली (जीडीएस)।,O O O O O B-CW I-CW I-CW O
२००१ में उन्होंने गिलेरा पर खिताब जीतने के लिए सुधार किया।,O O O B-CORP O O O O O O O
": तीसरा संस्करण। : . : नौका , २००७ । - ३९२ पी।",O O O O O O B-CORP O O O O O O
यह एक सार्वभौमिक आभूषण है जो दुनिया भर की कई संस्कृतियों में अलग-अलग संस्करणों में देखा जाता है।,O O O B-PROD O O O O O O O O O O O O O O
पौधे का दूधिया संक्षीर जहरीला होता है और त्वचा के संपर्क में आने पर जलन पैदा कर सकता है।,O O O B-PROD O O O O O O O O O O O O O O O
"पुस्तक सूची ने हाइलाइट के रूप में पारिवारिक गतिशीलता के अत्यधिक वर्णनात्मक, रसीले गद्य और चतुराई से निपटने का हवाला दिया।",B-CW I-CW O O O O O O O O O O O O O O O O O O O
"जब अपराध चल रहा था, पुलिस ने घर के बाहर एक फोर्ड क्राउन विक्टोरिया देखा, जो अक्सर पुलिस द्वारा इस्तेमाल की जाने वाली कार थी और संदिग्ध हो गई थी।",O O O O O O O O O O O B-PROD I-PROD I-PROD O O O O O O O O O O O O O O O O
"यह एपिसोड कैथी स्टाफ को समर्पित था, जो इस एपिसोड के प्रसारित होने से २ हफ्ते पहले मर गए थे।",O O B-PER I-PER O O O O O O O O O O O O O O O O
नए अनुभाग में छात्रों के उपयोग के लिए तीन लिफ्टों और कर्मचारियों के लिए चौथी लिफ्ट के साथ हंबर पर विचार हैं।,O O O O O O O O O O O O O O O O O O B-LOC O O O
आईजीएन ने उन्हें २५ सर्वश्रेष्ठ एनीमे पात्रों की सूची में,B-CORP O O O O O O O O O
स्थान दिया।,O O
यह श्रीलंका में पाया जाता है।,O B-LOC O O O O
थरॉक को 28 दिन बाद में भी देखा जा सकता है।,O O B-CW I-CW I-CW O O O O O O
हेसडेन का महल ब्रेबेंट के क्रमिक ड्यूकों का था; १३५७ में यह हॉलैंड की गिनती के हाथों में चला गया।,O O O O O O O O O O O O B-GRP O O O O O O O
"से : २.५ से : ३.५ शिफ्ट : ( ४५ , १५ ) टेक्स्ट : डेनियल-आंद्रे टंडे रंग: टंडे",O O O O O O O O O O O O O O O B-PER I-PER O O
"चित्र: १८५५ ब्रैटलस्ट एबटलॉरेंस अंतिम संस्कार बोस्टन साउथवर्थ हॉस एमएफएबोस्टन। पीएनजी | ब्रैटल सेंट। , १८५५ (सिटी हॉल की भविष्य की साइट), साउथवर्थ एंड हॉवेस द्वारा फोटो",O O O O O O O O O O O O O O O O O O O O O O B-CORP I-CORP I-CORP O O
बॉक्ससेट को ई धुन पर भी जारी किया गया था।,O O B-CW I-CW O O O O O O
१८वीं शताब्दी के उत्तरार्ध में इंटीरियर को फेडेल फिशेट्टी द्वारा फ्रेस्को किया गया था।,O O O O O O O B-PER I-PER O O O O O
तिट्टापज्जला श्रीलंका में एक गांव है।,O B-LOC O O O O
भूकंप पूर्व चेतावनी प्रणाली को २००६ में व्यावहारिक उपयोग में लाया गया था।,B-CW I-CW I-CW O O O O O O O O O O
"कुछ लोगों ने कहानी की तुलना सात के लिए सात दुल्हनें के समलैंगिक संस्करण से की, जिसे एक भाई के लिए एक पति में बदल दिया गया।",O O O O O O B-CW I-CW I-CW I-CW I-CW O O O O O O O O O O O O O O O O
"फिनीस ओ'कोनेल निर्माता, गीतकार, इंजीनियर, बास, सिंथेसाइज़र, ड्रम प्रोग्रामिंग, अरेंजमेंट, वोकल सैंपलिंग, नाइफ शार्पनिंग रिकॉर्डिंग",B-PER I-PER O O O O O O O O O O O O O
विलियम्स का जन्म १९६६ में शहतूत में हुआ था।,O O O O O B-LOC O O O
"चूंकि सेंसर मिरर को लॉक स्थिति में होना चाहिए (देखें सजीव पूर्वावलोकन ), इस मोड में शटर शोर कम हो जाता है।",O O O O O O O O O O B-PROD I-PROD O O O O O O O O O O
डोमिनोज़ पिज़्ज़ा का मुख्यालय टाउनशिप में है।,B-CORP I-CORP O O O O O
"वे कई विरोध प्रदर्शनों में शामिल रहे हैं, जिनमें से दो मशीन के विपरीत रोषी के समर्थन में हैं।",O O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP O O O O
पांडुलिपि को ईसाई फ्रेडरिक मथाई द्वारा संकलित किया गया था।,O O B-PER I-PER I-PER O O O O O
"निशलिउ ने कहा कि यह एक काव्यात्मक वीडियो है, जिसमें उनके अनुसार, इसके घटकों के माध्यम से [. . . ] इस जीवन के बेतुकेपन को अमूर्त कला रूप में चित्रित करना चाहता है।",O O O O O O O O O O O O O O O O O O O O O O O O O O B-CW I-CW O O O O O O
"१९६४ में, वे न्यूयॉर्क का सिटी कॉलेज में एक संकाय सदस्य बने।",O O O B-GRP I-GRP I-GRP I-GRP O O O O O
अकादमी में उनके पियानो शिक्षक पाल कडोसा थे।,O O O O O B-PER I-PER O
"फ़्लोट्स अब पेपर मैशी से बने हैं और उनमें अलंकारिक या राजनीतिक विषय हैं, जिनमें कभी-कभी राजनीतिक या वास्तविकता की घटनाओं, प्रसिद्ध लोगों या लोकप्रिय संस्कृति की विशेषता होती है।",O O B-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O
"पिस्टल पाउडर धीमी गति से जलने वाले राइफल पाउडर को प्रज्वलित करता है, और इसे पिस्टल की सेहत के लिए की तरह बैरल से बाहर निकालता है।",O O O O O O O O O O O O O O O B-PROD I-PROD I-PROD I-PROD I-PROD O O O O O O O
यह किसी भी एनबीसीयूनिवर्सल थीम पार्क में एकमात्र ऐसा खेल का मैदान है।,O O O B-CORP O O O O O O O O O
"छवि: देहाविलैंडसीसी ११५बफ़ेलो१२। जेपीजी | प्रोपेलर ब्लेड के सिरों पर भंवर बन सकते हैं, जैसा कि इस डी हैविलैंड कनाडा डीएचसी-5 बफेलो पर देखा गया है।",O O O O O O O O O O O O O O O O O B-PROD I-PROD I-PROD I-PROD I-PROD O O O O
"४० से अधिक किस्म का चयन किया गया है, जिनमें शामिल हैं",O O O B-PROD O O O O O O O O
"रॉटेन टमेटोज़ पर, फिल्म की रेटिंग ८९% है, जो १५० समीक्षाओं के आधार पर ७.३ / १० की औसत रेटिंग के साथ है।",B-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O
"ग्रीज़ के स्कूल प्रोडक्शन में एक उपस्थिति के बाद, यह सुझाव दिया गया कि वह नाटक स्कूल में भाग लें।",B-CW O O O O O O O O O O O O O O O O O O O
फिनलैंड के राष्ट्रीय अभिलेखागार के शोधकर्ताओं सहित समिति का कार्य २०१८ के अंत में समाप्त होगा।,B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O
एल्बम ने स्वीडन में,O O B-LOC O
४३ पर चार्ट किया।,O O O O
डब ट्रायो . के साथ यूके की प्रमुख यात्रा,B-CORP I-CORP O O O O O O O
ज्वालामुखी वेधशाला एक संस्था है जो ज्वालामुखी का अनुसंधान और निगरानी करती है।,O O O O O O B-LOC O O O O O O
मोटर को २०१५ में एक सीमेंस एजी इलेक्ट्रिक मोटर से बदल दिया गया था।,O O O O O B-CORP I-CORP O O O O O O O
"बोरोटा ने कोचिंग में अपना हाथ आजमाया, लेकिन १९८० के दशक के दौरान दक्षिण अफ़्रीका में कई कम प्रोफ़ाइल नियुक्तियों से आगे नहीं निकल पाए।",O O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O
"२००८ में, वे लुज़र्न में शामिल हुए, जहां उन्होंने १०० से अधिक शीर्ष उड़ान प्रस्तुतियां दीं।",O O O B-GRP O O O O O O O O O O O O
चार साल पहले ६७वां एनएचके कोहाकू उता गस्सेन के बाद पहली बार संस्करण जीता।,O O O B-CW I-CW I-CW I-CW I-CW O O O O O O
"उन्होंने अगले सप्ताह डैलस काउबॉयस के खिलाफ शुरुआत की, लेकिन एक और हैमस्ट्रिंग फ्लेयर के कारण खेल छोड़ दिया।",O O O B-GRP I-GRP O O O O O O O O O O O O O O
इसमें क्रेग किलबोर्न द्वारा होस्ट किए गए शो शामिल हैं।,O B-PER I-PER O O O O O O O
"वह १८९४ में फिर से राज्यपाल के लिए दौड़े, लेकिन विलियम एच. उफाम के लिए नामांकन हार गए।",O O O O O O O O O O B-PER I-PER I-PER O O O O O
उन्होंने क्लीवलैंड ब्राउन्स के लिए भी खेला।,O B-GRP I-GRP O O O O
"इमारत चार मंजिला है, और नीचे की मंजिल के साथ ईंट में बनी है प्लास्टर ।",O O O O O O O O O O O O O O B-PROD O
नेपोलियन बोनापार्ट के बाद से जेकेनबैक का जनसंख्या विकास नीचे दी गई तालिका में दिखाया गया है।,B-PER I-PER O O O O O O O O O O O O O O O
"ऑस्ट्रेलिया में एक रासायनिक उद्योग है, जिसमें कई शैल-रसायन का निर्माण शामिल है।",O O O O O O O O B-PROD O O O O
उन्होंने मुझे कसकर पकड़ें के कई टेक भी रिकॉर्ड किए।,O B-CW I-CW I-CW O O O O O O
उन्होंने महसूस किया कि पूर्णकालिक ईसाई मंत्रालय में प्रवेश करने से पहले एक पत्नी और भविष्य के परिवार का समर्थन करने के लिए एक व्यवसाय स्थापित करना आवश्यक था।,O O O O O B-GRP I-GRP O O O O O O O O O O O O O O O O O O O O O O
वह राजनेता के चाचा थे जियोर्जियो अलमिरांटे ।,O O O O O B-PER I-PER O
यह शब्द पुराने शब्द हार्डवेयर (अर्थात् भौतिक उपकरण) के विपरीत गढ़ा गया था।,O O O O B-PROD O O O O O O O O
ऑट्री ने अनुरोध किया था कि डिज़ाइन उस घर का अनुकरण करे जिसे उसने कोर्सिकाना में देखा था।,O O O O O O O O O O O O O O B-LOC O O O
"१९५१ में, फोर्ड फाउंडेशन ने संस्थान को अनुसंधान और विकास परियोजनाओं को पूरा करने के लिए $९४०,००० प्रदान किए।",O O B-GRP I-GRP O O O O O O O O O O O O O O O
"बाद में, पत्नी रसोई में चली जाती है जहां प्रशीतित्र खुलती है और उसे अंदर ले जाती है।",O O O O O O O O O B-PROD O O O O O O O O
"वे कोलोन में रहते हैं, जहां वे मनोरंजन कंपनी बड़ी मुस्कान के निदेशक हैं।",O B-LOC O O O O O O O O O O O O
"एक शाखा के साथ चेरी वैली , पूर्व सी एंड सीवी लाइन डी एंड एच मेनलाइन में एक ग्रामीण फीडर बन गई।",O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O
"अध्ययनों में पाया गया कि सूखे बीजों में ३८% प्रोटीन होता है, जबकि सोयाबीन के लिए यह ४०% होता है।",O O O O O O O O O O O O O B-PROD O O O O O O
"कई वर्षों तक उन्होंने अपना खाली समय लैंकेयर विमान उड़ाने में बिताया, जिसे उन्होंने ८ वर्षों की अवधि में स्वयं बनाया था।",O O O O O O O B-CORP O O O O O O O O O O O O O O
त्से वेलिंग्टन में रहता और काम करता है।,O B-LOC O O O O O O
"२००७ तक बाल्टीमोर के शहर में १००,००० थे।",O O B-LOC O O O O O
स्टाउट ने दावा किया कि सफल होने के लिए उसके सिस्टम को कम से कम ८ इंच के मोटे पलवार की आवश्यकता है।,O O O O O O O O O O O O O O O O O O O B-PROD O O O
"यह शो २००२ से २००८ तक पीबीएस किड्स पर प्रसारित हुआ, २००९ तक चयनित स्टेशनों पर फिर से चलाया गया।",O O O O O O B-CORP I-CORP O O O O O O O O O O O O
एडुआर्डो मोंटेस-ब्रैडली द्वारा लिखित और निर्देशित।,B-PER I-PER O O O O
इसमें जेम्स कोनोली संग्रह भी शामिल है।,O B-PER I-PER O O O O
इसे १९७९ में कोलंबिया रिकॉर्ड्स पर जारी किया गया था।,O O O B-CORP I-CORP O O O O O
कबुत सूत्र उन्गु (बैंगनी रेशम की धुंध; १९८०),B-CW I-CW I-CW O O O O O
"२००६ में, माइक्रोसॉफ़्ट ने तीव्र आंतरिक आलोचना के बावजूद, एक जीवन शक्ति वक्र का उपयोग करना शुरू किया।",O O B-CORP O O O O O O O O O O O O O O O
उन्होंने २००० में सहायक मुख्य कोच और आक्रामक समन्वयक के रूप में विलियम पैटर्सन विश्वविद्यालय में एक सहायक कोचिंग पद स्वीकार किया।,O O O O O O O O O O O O B-GRP I-GRP I-GRP O O O O O O O
उन्होंने १९२४ में हंगेरियन स्टेट ओपेरा हाउस के साथ अपने संचालन की शुरुआत की।,O O O B-LOC I-LOC I-LOC I-LOC O O O O O O O
चरण २ में कोलोराडो रैपिड्स . द्वारा चयनित,O O O B-GRP I-GRP O O O
१९४७ से १९६६ तक उन्होंने १९५९ से १९६५ तक उनके गणित विभाग का नेतृत्व करते हुए रैंड कॉर्पोरेशन के लिए काम किया।,O O O O O O O O O O O O O O O O B-GRP I-GRP O O O O
"अपने पूर्ववर्ती की तरह, यह संबद्ध है करने के लिए ट्रेड यूनियनों के अंतर्राष्ट्रीय संघ ।",O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O
इस जोड़ी को संचालित करने के लिए १८९६ में चार्ल्सटन और पश्चिमी कैरोलिना रेलवे का गठन किया गया था।,O O O O O O O O O B-CORP I-CORP I-CORP I-CORP I-CORP O O O O O
टुन का जन्म और पालन-पोषण एडिलेड में हुआ था।,O O O O O B-LOC O O O
"उन्हें अगले वर्ष सेंट जॉन्स में ग्रीष्मकालीन शिविर में आमंत्रित किया गया था, और शिविर में शीर्ष स्कोरर में से एक थे।",O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O
"नॉर्वेजियन व्यंजन अपने पारंपरिक रूप में बड़े पैमाने पर नॉर्वे और इसके पहाड़ों, जंगल और तट में आसानी से उपलब्ध कच्चे माल पर आधारित है।",O O O O O O O O O B-LOC O O O O O O O O O O O O O O O
"१८७० में दूसरा फ्रांसीसी साम्राज्य के पतन में, मूर्ति अभी तक स्थापित नहीं हुई थी और सीमा शुल्क गोदाम में छिपी हुई थी।",O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O
उस आदमी ने एक पासिंग पुलिस की कार को झंडी दिखाकर रवाना किया और उन्हें सूचित किया कि उसे एक शव मिला है।,O O O O O B-PROD I-PROD I-PROD O O O O O O O O O O O O O O O
ऑडी तट (सी एंड आर) और ए३ कैब्रियो का बॉडीशेल निर्माण और पेंटिंग,B-PROD I-PROD O O O O O O O O O O O
फाइजर दवा कंपनी ने इसके निर्माण के अधिकारों के साथ-साथ विश्वविद्यालय से प्रोटोटाइप हासिल कर लिया।,B-CORP O O O O O O O O O O O O O O O
१६७४ से वे ड्रेसडेन के दरबार में कंसर्टमास्टर थे।,O O O B-LOC O O O O O
"शब्द की उत्पत्ति स्पष्ट नहीं है, लेकिन मुर्गी का अर्थ संभवतः मृत्यु का अर्थ था मुर्गी का उल्लेख करने के बजाय।",O O O O O O O O O O O O O O O B-PROD O O O O O
"मौतों के मामले में, दुर्घटना पांचवीं सबसे खराब श्रेणी में आती है, जिसमें इलुशिन इल-18 , शामिल है।",O O O O O O O O O O O O O B-PROD I-PROD O O O
वीएचएस रिलीज़ रोड शो होम वीडियो से थे:,O O B-CORP I-CORP I-CORP I-CORP O O
एक विशाल गियर है जो किर्बी मास अटैक में दिखाई देता है।,O O O O O B-CW I-CW I-CW O O O O
दोनों डिपार्टमेंट स्टोर अपनी-अपनी श्रृंखला में तीसरे फीनिक्स महानगरीय क्षेत्र स्थान थे।,O O O O O O O B-LOC I-LOC I-LOC O O
"पास्कल गेब्रियल - प्रोडक्शन, प्रोग्रामिंग, इंजीनियरिंग; मिश्रण; चांबियाँ",B-PER I-PER O O O O O O
"निर्माण के बाद, रेल इंजनों का परीक्षण मोडाने टोरीनो रेलवे लाइन के एक भाग पर किया गया।",O O O O O O O B-LOC B-LOC O O O O O O O O
"वांडा साइक्स , एक लेखक, हास्य अभिनेता, अभिनेत्री और आवाज कलाकार, २००८ में एक समलैंगिक के रूप में सामने आए।",B-PER I-PER O O O O O O O O O O O O O O O O O O
"इंजन रीनमेटॉल एजी , गर्लित्ज़ द्वारा बनाया गया था।",O B-CORP I-CORP O B-LOC O O O O
चार्ली स्ट्रॉन्ग - सहायक मुख्य कोच / सह रक्षात्मक समन्वयक / लाइनबैकर्स - छठा वर्ष,B-PER I-PER O O O O O O O O O O O O O
वह अपने अभियान विज्ञापनों में लाल रंग के ब्रेसिज़ पहनने के लिए जाने जाते थे।,O O O O O O O O B-PROD O O O O O O
एक्लिप्स में कोड कंप्लीशन टूल होते हैं जो प्रोग्राम के साथ पैक किए जाते हैं।,B-CW O O O O O O O O O O O O O O
टेट्रिस (यूरोप अनन्य) (निंटेंडो द्वारा लाइसेंस प्राप्त),B-CW O O O O O O
अधिकांश पीड़ित प्रिंसेस हाईवे पर यात्रा करते समय तेज गति से बढ़ती घास की आग में फंस गए थे।,O O B-LOC I-LOC O O O O O O O O O O O O O O O
"एक शिकारी के रूप में, वह अंम्ब्रा नदी के आसपास खेल के लिए शिकार करते थे, जब उन्हें नदी के उस पार एक शांतिपूर्ण प्रायद्वीप मिला और वहां बस गए।",O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O
समोआ में ७२ से ज्यादा लोगों की मौत हो चुकी है।,B-LOC O O O O O O O O O O
साप्ताहिक शो आईटीवी वेल्स और वेस्ट द्वारा प्रसारित किए जाते थे।,O O B-CORP I-CORP I-CORP I-CORP O O O O O
यह अंताल्या के उत्तर पश्चिम में १७ किलोमीटर की दूरी पर स्थित है।,O B-LOC O O O O O O O O O O O
,
"[ २००७.१२.०५ ] फ्लैश बैक (३७,९१५ प्रतियां बिकी)",O O O B-CW I-CW O O O
इस शब्द का प्रयोग कभी-कभी केवल एक कंप्यूटर सॉफ़्टवेयर स्थापित करने के संदर्भ में किया जाता है।,O O O O O O O B-PROD O O O O O O O O O
एफपी-45 मुक्तिदाता / हिरण बंदूक समान अवधारणा के विद्रोही हथियार।,B-PROD I-PROD O B-PROD I-PROD O O O O O
कॉलेज में दो शिक्षक समन्वयित हैं बड़ा बैंड विभिन्न कौशल स्तरों के खिलाड़ियों को समायोजित करना।,O O O O O O B-GRP I-GRP O O O O O O O O
"टीम के टूर्नामेंट के फाइनल मैच में डेनमार्क क्रिकेट टीम के खिलाफ उन्होंने १३९ गेंदों पर ८६ रन बनाए, जिससे उनकी टीम को पांच विकेट की जीत में मदद मिली।",O O O O O O O B-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O O O O O
घाटी शहर की सीमा के बाहर लुकआउट माउंटेन पर है।,O O O O O O B-LOC I-LOC O O
"वातानुकूलन गर्म दिनों में परिचालन लागत कम कर दी गई थी और इसने परियोजना की पूंजीगत लागत के १७ मिलियन डॉलर को तुरंत बचाया, आंशिक रूप से अन्य रेट्रोफिटिंग के लिए धन दिया।",B-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
यह शो मुख्यधारा के मीडिया में सुपरस्टारडम की ओर उनकी यात्रा पर बिग फ्रीडिया का अनुसरण करता है।,O O O O O O O O O O O O B-PER I-PER O O O O
उनकी जल रंग की पेंटिंग होकेन संग्रह में जीवित हैं।,O O O O O B-LOC I-LOC O O O
"स्विस संघीय परिषद इग्नाज़ियो कैसिस ने कहा कि स्वतंत्रता, लोकतंत्र और राष्ट्रीय एकता उच्च सामान हैं और उन पर किसी भी हमले की निंदा की।",B-GRP I-GRP I-GRP B-PER I-PER O O O O O O O O O O O O O O O O O O O O
पश्चिम का जन्म लीसेस्टर में हुआ था।,O O O B-LOC O O O
कई लोगों का मानना ​​है कि यह झुकाव मोबाइल फोन के व्यापक प्रसार के कारण है।,O O O O O O O O B-PROD I-PROD O O O O O O
व्यावसायिक पत्रकारों का समाज ने इसे २००८ में पत्रकारिता में एक महत्वपूर्ण ऐतिहासिक स्थान माना।,B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O
बोरजिगिन कबीले ( ) की प्राथमिक पत्नी,B-PER O O O O O O
यह उस प्रांत के विघटन तक पूर्वी प्रान्त (कांगो) का हिस्सा था।,O O O O O O B-LOC I-LOC I-LOC O O O
जीनस को १८९८ में जॉर्ज फ्रांसिस हैम्पसन द्वारा खड़ा किया गया था।,O O O O B-PER I-PER I-PER O O O O O
"रोस्टगार्ड उस पत्रिका के लिए विरूप-चित्रण थे, जहां उन्होंने हास्य और राजनीति को मिलाना सीखा।",O O O O O B-CW O O O O O O O O O
कनिंघम ने उपयोगकर्ताओं को टिप्पणी करने और एक दूसरे के पाठ को बदलने की अनुमति देकर वन्नेवर बुश विचार विकसित किए।,O O O O O O O O O O O O O O O O B-PER I-PER O O O
इसका पहला प्रयोग १९२२ के खेल बनाम प्रतिद्वंद्वी प्रिंसटन विश्वविद्यालय में हुआ था।,O O O O O O O O B-GRP I-GRP O O O
इसे वीडियो गेम ग्रैंड थेफ्ट ऑटो: वाइस सिटी स्टोरीज में रेडियो पर एक ट्रैक के रूप में भी दिखाया गया है।,O O O B-CW I-CW I-CW I-CW I-CW I-CW O O O O O O O O O O O O
रेजाई ने नए सत्र की शुरुआत के.ए.एस. यूपेन पर ४-१ की जीत में ब्रेस बनाकर की।,O O O O O O B-GRP I-GRP O O O O O O O O
एल्बम में यूके / यूएस नंबर एक हिट डोंट यू वांट मी सहित चार हिट एकल शामिल थे।,O O O O O O O O B-CW I-CW I-CW I-CW O O O O O O
एयर पार्क-डलास एयरपोर्ट को १९६५ में शहर की सीमा के भीतर एक सार्वजनिक नागरिक हवाई पट्टी के रूप में बनाया गया था।,B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O O
इसे २००८ में बैंड के पिछले तीन एल्बमों की तरह कान का दर्द रिकॉर्ड पर रिलीज़ किया गया था।,O O O O O O O O O O B-CORP I-CORP I-CORP I-CORP O O O O O
"इस रिकॉर्ड ने कई संगीत ब्लॉगों की शीर्ष ५० सूचियों में जगह बनाई, जिसे एक कहा जाता था। . .सुंदर इंडी पॉप खजाना, और सकारात्मक रूप से द फीलीज़ से तुलना की गई।",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GRP I-GRP O O O O
"यूनियन साइक्लिस्ट इंटरनेशनेल , साइक्लिंग की अंतरराष्ट्रीय शासी निकाय, ने अपने फैसलों में किसी भी शब्द का उल्लेख नहीं किया है।",B-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O O O
भूमि क्षेत्र के हिसाब से सबसे बड़ी नगरपालिका अल्लागाशो का शहर है।,O O O O O O O O B-LOC O O O
बयानटेली अब ग्लोब टेलीकॉम की सहायक कंपनी के रूप में कार्य करता है।,O O B-CORP I-CORP O O O O O O O O O
मिडफील्डर को २०१६ की गर्मियों में जोंग अजाक्सी में पदोन्नत किया गया था।,O O O O O O B-GRP I-GRP O O O O O
श्रृंखला को स्टूडियो में रेडिओ टिलिफ़िस ईरेन्ने पर और कई अन्य स्थानों पर फिल्माया गया जब निर्देशकों ने फिट देखा।,O O O O B-CORP I-CORP I-CORP O O O O O O O O O O O O O
प्रयास एपिसोड २ सीरीज २,B-CW O O O O
किंग आठ साल की उम्र में नॉर्विच सिटी एफ.सी. युवा प्रणाली में शामिल हो गए।,O O O O O O B-GRP I-GRP I-GRP O O O O O O
"जावानी - गेस्ट वोकल्स ( १ , ४ )",B-PER O O O O O O O O
कंपनी ने अमेरिकी बाजार में उत्पाद के व्यावसायीकरण के लिए धन जुटाने के लिए बायोमेडिकल एडवांस्ड रिसर्च एंड डेवलपमेंट अथॉरिटी (बरदा) के साथ काम किया।,O O O O O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
"चौदह वर्ष की आयु में, उनके पिता परिवार को पर्ल नदी ले गए, जहां उन्होंने हाई स्कूल में भाग लिया, १९७८ में स्नातक किया।",O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O
गैल्गो पतले ड्रम की खाल का भी उपयोग करता है और दो बामबूसोईडी स्टिक से मारा जाता है जिसे चाई कहा जाता है लेकिन मैलेट के आकार का गुंगचा का उपयोग नहीं किया जाता है।,O O O O O O O O O O O O B-PROD O O O O O O O O O O O O O O O O O O O O O O
१९८४ में चर्च को ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण में सूचीबद्ध किया गया था।,O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
कीथ ने अधिकतम ईंधन तेल ले लिया जिससे उसे पर की रेंज मिली।,O O O B-PROD I-PROD O O O O O O O O
"अवेर्नास एक क्लासिक पाचन है, जिसे अक्सर चट्टानों पर या साफ-सुथरा परोसा जाता है।",O O O B-PROD O O O O O O O O O O
गीत के साथ एक वीडियो संगीत बनाया गया था।,O O O O B-CW I-CW O O O
उन्होंने अमेरिकन ब्रोडकास्टिंग कंपनी समाचार संचालन के लिए एक रिपोर्टर के रूप में भी काम किया।,O B-CORP I-CORP I-CORP O O O O O O O O O O O O
"'अब्द अल्लाह इब्न' अब्बास' (सी। ६१९ - सी। ६८७), न्यायविद और धर्मशास्त्री",B-PER I-PER I-PER I-PER O O O O O O O O
"१८०१ में, वह इमैनुएल हल्गान के अधीन थी।",O O O B-PER I-PER O O O
वर्तमान में १९ मार्गों पर रंगस सतिक्समे द्वारा २६४ ट्रॉलीबस संचालित हैं।,O O O O O B-CORP I-CORP O O O O O
उन्होंने हैब्ती में एक पेंगुइन को आवाज दी।,O B-CW O O O O O O
न्यूकैसलगेटहेड सूचना पृष्ठ न्यूकैसल अंतर्राष्ट्रीय हवाई अड्डा वेबसाइट पर,O O O B-LOC I-LOC I-LOC I-LOC O O
पान दे युका (कसावा के आटे से बनी बेक्ड चीज़ ब्रेड),B-PROD I-PROD I-PROD O O O O O O O O
"हालांकि, ट्राइपॉड्स और बन्सन बर्नर को होट प्लैट द्वारा अप्रचलित बना दिया गया है, जिन्हें ज्वाला के साथ कोई सीधा संपर्क नहीं होने के कारण सुरक्षित माना जाता है।",O O O O O O B-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O
"सर्दियों में, सर्कस नियमित शो के बजाय मूकाभिनय का मंचन करता है।",O O O O O O O B-CW O O O O
"चाइना यूनीकॉम , दुनिया के अग्रणी मोबाइल प्रदाता में से एक,",B-CORP I-CORP O O O O O O O O O
"रॉटेन टमेटोज़ पर, ८१ दृश्यों के आधार पर इसका औसत स्कोर ७८% है।",B-CORP I-CORP O O O O O O O O O O O
अक्सर उन जगहों के आसपास दिखाई देता है जहां सीप बढ़ रहे हैं।,O O O O O O O O O B-PROD O O O
