sentence,label
"कंपनी प्रवाह , फ़नक्रशर प्लस (यह बहुत बाहर है, कानों के लिए बहुत चुनौतीपूर्ण है, और केवल बार-बार सुनने से ही उनका कुंठित दुर्गंध आता है समझ में आने लगा)",B-GRP I-GRP O B-CW I-CW O O O O O O O O O O O O O O O O O O O O O O O O O
काट्ज़ ने मनोरंजन में अपने करियर की शुरुआत वर्ल्ड चैम्पियनशिप रेसलिंग से की थी।,O O O O O O O O B-CORP I-CORP I-CORP O O O
बाथ विश्वविद्यालय की स्थापना १९६६ में हुई थी।,B-GRP I-GRP O O O O O O
वह डेमोक्रैटिक पार्टी की सदस्य हैं।,O B-GRP I-GRP O O O
यह बुध रिकॉर्ड के तहत जारी होने वाला बैंड का पहला रिकॉर्ड है।,O B-CORP I-CORP O O O O O O O O O O
यह सोलोमन द्वीपसमूह में पाया जाता है।,O B-LOC I-LOC O O O O
लैंगली २०१६ के राष्ट्रपति अभियान के दौरान सीएनएन के लिए ऑन एयर कमेंटेटर थे।,O O O O O O O B-CORP O O O O O O
गाने से होने वाली सभी आय मेड्सें सां फ्रंटियेर संगठन को दान कर दी जाती है।,O O O O O O B-GRP I-GRP I-GRP O O O O O O O
"खम्भों , एक दिया गया नाम और उपनाम (नाम वाले लोगों की सूची सहित)",B-PER O O O O O O O O O O O O O
"नदी घास के मैदानों के माध्यम से पश्चिम में बहती है, फिर दक्षिण में एक कण्ठ में बहती है, फिर से पश्चिम की ओर मुड़ती है, उसके बाद कैलिफ़ोर्निया स्टेट रूट 49 आती है।",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O O
निम्नलिखित संचालन और कई अन्य भू-स्थानिक संघ खोलें मानक द्वारा निर्दिष्ट हैं:,O O O O O B-GRP I-GRP I-GRP O O O O
"उटा कटा (संगीत निर्माता, उद्घाटन और समापन थीम व्यवस्था)",B-CW I-CW O O O O O O O
समोस प्राचीन काल में पाइथागोरस के जन्मस्थान के रूप में मनाया जाता था।,O O O O B-PER O O O O O O O O
२००२ में परमाणु अपशिष्ट प्रबंधन संगठन (कनाडा) (एनडब्ल्यूएमओ) की स्थापना उद्योग द्वारा स्थायी अपशिष्ट रणनीति विकसित करने के लिए की गई थी।,O O B-CORP I-CORP I-CORP I-CORP I-CORP O O O O O O O O O O O O O O O
"एक फॉर्म फिटिंग परिधान परिधान का एक लेख है जो शरीर के जिस हिस्से को कवर किया जा रहा है, उसकी आकृति का कसकर पालन करता है।",O O O O B-PROD O O O O O O O O O O O O O O O O O O O O O O
"उनका एक बेटा है, जेम्स वॉटरस्टोन , जो एक अभिनेता भी है।",O O O O B-PER I-PER O O O O O O
"बैले फोकलोरिको, कम सवार कार प्रदर्शनी और कला कार्यशालाएं भी इन समारोहों का हिस्सा रही हैं।",O O B-PROD I-PROD O O O O O O O O O O O O
"ओबज़ीन के स्टीफन (१०८५ ११५४), पुजारी और साधु अपने पवित्र स्वभाव के लिए प्रसिद्ध, कम्यून में पैदा हुए।",B-PER I-PER I-PER O O O O O O O O O O O O O O O
इस ऑरेंज केक के स्थायी स्वाद का सबसे अच्छा आनंद फ्रूटी जैतून का तेल के साथ लिया जाता है।,O O O O O O O O O O O B-PROD I-PROD I-PROD O O O O O
"रहमान ने २००२ में पांच मूल रिंगटोन जारी किए, जो विशेष रूप से भारती एयरटेल ग्राहकों के लिए थे।",O O O O O O O O O O O O O B-CORP I-CORP O O O O
बाद में इसे वेवर्ली प्लेस का जादूगर में शामिल किया गया।,O O O B-CW I-CW I-CW I-CW O O O O
"- אַתְּ ) महिला पत्रिका , मारिवो , और बहुत कुछ।",O O O O O O B-GRP O O O O
"सार्वजनिक कंपनी के लिए, लाभांश के संबंध में चार तिथियां प्रासंगिक हैं:",B-CORP I-CORP O O O O O O O O O O
"संयुक्त राज्य जनगणना ब्यूरो के अनुसार, टाउनशिप का कुल क्षेत्रफल है, जिसमें से भूमि है और ०.०४% पानी है।",B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O O O O
स्मारक अर्लिंग्टन मेमोरियल एम्फीथिएटर के पश्चिम में स्थित है।,O B-LOC I-LOC I-LOC O O O O O
गांव के पास यूक्रेन के आंतरिक सैनिक की एक प्रशिक्षण सुविधा भी स्थित है।,O O O B-GRP I-GRP I-GRP I-GRP O O O O O O O
गुरबांगुली बर्दीमुहामेदोव २००७ में अध्यक्ष चुने गए थे (वे पहले उपाध्यक्ष और तत्कालीन कार्यकारी अध्यक्ष थे)।,B-PER I-PER O O O O O O O O O O O O O O
पेलोक्विन को ब्राउन यूनिवर्सिटी सहित संस्थानों द्वारा मानद उपाधियों से सम्मानित किया गया था।,O O B-GRP I-GRP O O O O O O O O O O
"कोडिएक द्वीप , इसलिए इसका नाम भालू देखने के लिए एक और जगह है।",B-LOC I-LOC O O O O O O O O O O O O
वह हरोशियो वालपोल की कवयित्री और करीबी दोस्त थीं।,O B-PER I-PER O O O O O O
वह चीनी ताइपे महिला राष्ट्रीय वॉलीबॉल टीम का हिस्सा थीं।,O B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP O O O
"यदि तैरती हुई चटाइयाँ स्थिर और काफी बड़ी हैं, तो उन पर पेड़ भी उग सकते हैं, जैसा कि क्लेनर अर्बरसी पर होता है।",O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O
पुस्तक को दौड़ता हुआ आदमी के रूप में शिथिल रूप से रूपांतरित किया गया था।,O O B-CW I-CW I-CW O O O O O O O O O O
"संयुक्त राज्य जनगणना ब्यूरो के अनुसार, शहर का कुल क्षेत्रफल है, जिसमें से भूमि है और इसका (१.०१%) पानी है।",B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O
"मोटरवाहन तक जाने में लगभग ५ घंटे का समय लगता है, सड़क आम तौर पर उबड़-खाबड़ होती है, लेकिन नदी के क्रॉसिंग को पुल किया जाता है।",B-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O
उन्होंने विस्कॉन्सिन विश्वविद्यालय-ला क्रॉसे में फुटबॉल खेला।,O B-GRP I-GRP I-GRP O O O
"खड़ी ढलानों पर चढ़ने वाली पगडंडियाँ हेयरपिन टर्न का उपयोग कर सकती हैं, लेकिन स्विचबैक डिज़ाइन और निर्माण एक विशेष विषय है।",O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O
उन्होंने नॉर्थवेस्टर्न विश्वविद्यालय . पर फुटबॉल और बास्केटबॉल खेला,O B-GRP I-GRP O O O O O O
वे अपना गहरा रंग विशेष रूप से गहरे रंग के माल्ट के उपयोग से प्राप्त करते हैं या शराब बनाने में माल्ट के अर्क को भूनते हैं।,O O O O O O O O O O B-PROD O O O O O O O O O O O O O O O O
सीएचएस को हर साल द वॉशिंगटन पोस्ट के हाई स्कूल चैलेंज में विजेता के रूप में मान्यता दी जाती है।,O O O O B-CORP I-CORP I-CORP O O O O O O O O O O O O O
"अंत में, नर बांस के शीर्ष पर लोमड़ी कुछ छोटे चावल के केक ( मोची ) के आसपास फेंकती है, अपनी जेब से एक मुर्गे को खींचती है और उसे उड़ने देती है आधार ।",O O O O O O O O O O O O O O B-PROD O O O O O O O O O O O O O O O O O O O O
उन्हें २०१२ में मोटरस्पोर्ट्स हॉल ऑफ फ़ेम ऑफ़ अमेरिका में शामिल किया गया था।,O O O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC O O O O O
"२०१३ में, अकली ने २४ जाइल्स गिल्बर्ट स्कॉट डिज़ाइन किए गए लाल टेलीफ़ोन बॉक्स की मरम्मत की।",O O O O O B-PER I-PER I-PER O O O O O O O O O
"उन्होंने १९८० के दशक के अंत में और १९९० के दशक की शुरुआत में आर्ची में योगदान दिया, कई कहानियों को चित्रित किया और कभी-कभी लिखा।",O O O O O O O O O O O O O O B-CORP O O O O O O O O O O O
मेटावेब को २०१० में गूगल द्वारा अधिग्रहित किया गया था।,O O O O B-CORP O O O O O
वह नीग्रो लीग बेसबॉल खिलाड़ियों की आधिकारिक कब्र साइट के लिए कुछ संपत्ति को सुरक्षित करने के लिए भी काम कर रहा है।,O B-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O O O O
"उनके १६ कीबोर्ड सूट भी उल्लेखनीय हैं, विशेष रूप से सामंजस्यपूर्ण लोहार ।",O O O O O O O O O O B-CW I-CW O
वीडियो में दिखाया गया गोल्फ की गेंद आकार का स्पीकर १९९९ में एक चैरिटी नीलामी में बेचा गया था।,O O O O B-PROD I-PROD I-PROD O O O O O O O O O O O O
वी.आर. ने १९७५ तक भाप गतिविशिष्ट संचालित किया।,O O O O B-PROD I-PROD O O
थोड़े समय बाद उन्होंने अपने संगीत को बढ़ावा देने में सक्षम होने के लिए क्लैरो के साथ एक अनुबंध पर हस्ताक्षर किए।,O O O O O O O O O O O O O O B-CORP O O O O O O O
व्यवस्था को सैटरडे नाइट फीवर - मूल मूवी साउंड ट्रैक के हिस्से के रूप में जारी किया गया था।,O O B-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW O O O O O O O O O
इसके बाद किमबॉल ने पेंसिलवानिया विश्वविद्यालय से कानून की दो और डिग्रियां हासिल कीं।,O O O O B-GRP I-GRP O O O O O O O O
"वे अस्पताल के रिकॉर्ड संगीत लेबल पर पहले कलाकारों में से एक थे, साथ ही रिकॉर्डिंग लेबल सोल: आर के संस्थापक भी थे, जिसे उन्होंने प्रबंधित किया।",O B-CORP I-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O O O
वह एफ.के. वोज्वोडिना के लिए डिफेंडर के रूप में खेलते हैं।,O B-GRP I-GRP O O O O O O O O
इसका मुख्यालय साओ पाउलो में स्थित है।,O O B-LOC I-LOC O O O
"डिडिहाह के साथ एक साक्षात्कार में, उन्होंने हाई स्कूल के अपने द्वितीय वर्ष के दौरान तंग किए जाने पर चर्चा की।",B-CW O O O O O O O O O O O O O O O O O O O O
डबल्स में कोकेट - ब्रुगनोन सेमीफाइनल में और साथ ही मिक्स्ड डबल्स में एलीन बेनेट व्हिटिंगस्टाल से हार गए।,O O O O O O O O O O O O O B-PER I-PER I-PER O O O
उनके प्रदर्शन ने उनके तत्कालीन कोच मार्क वारबर्टन से प्रशंसा प्राप्त की।,O O O O O O B-PER I-PER O O O O
लिथुआनिया में इसे पाइगा कहा जाता है और आमतौर पर इसका उपयोग करते समय कुछ लोग šपाइगा टौकुओटा कहते हैं।,B-LOC O O O O O O O O O O O O O O O O O O O
टीम को सैन पेलेग्रिनो मिनरल वाटर कंपनी द्वारा प्रायोजित किया गया था।,O O B-CORP I-CORP O O O O O O O O
क्योटो स्थित रोहमी ने नवीनीकरण की लागत के लिए ५.२५ बिलियन का अनुदान देकर ऐतिहासिक उत्तर आधुनिकतावादी इमारत को संभावित विध्वंस से बचाया।,O O B-CORP O O O O O O O O O O O O O O O O O O O O
"धूल ( ३१ जनवरी २००० , बीईसी रिकॉर्डिंग )",O O O O O O B-CORP I-CORP O
"मार्केस प्ले ने एफ.सी. लोरीएंट से रुचि पैदा की, हालांकि, क्लब ने उन्हें अपनी आरक्षित टीम में खेलना पसंद किया, न कि पहली टीम में।",O O O B-GRP I-GRP O O O O O O O O O O O O O O O O O O O O
प्रस्ताव की अस्वीकृति को एरियल शेरॉन सरकार के लिए एक बड़े झटके के रूप में देखा जा रहा है।,O O O O B-PER I-PER O O O O O O O O O O O O O
padri १७६० के दशक के हैं।,B-PROD O O O O O
"उसने २०१४ में अपनी पढ़ाई पूरी की, और उसी वर्ष मौसू प्रमोशन एजेंसी से संबद्ध हो गई।",O O O O O O O O O O B-CORP I-CORP O O O O O
"आधिकारिक चार्ट कंपनी के अनुसार, गाने की वहां २९५,००० प्रतियां बिक चुकी हैं।",B-CORP I-CORP I-CORP O O O O O O O O O O
एड वुड फिल्म पर एक अनौपचारिक सलाहकार थे।,B-PER I-PER O O O O O O
"ए.वी. क्लब द्वारा एक समीक्षा, एपिसोड को औसत दर्जे का कहती है लेकिन कुछ अच्छे क्षणों के साथ जो इसे ऊपर उठाते हैं।",B-GRP I-GRP O O O O O O O O O O O O O O O O O O O O O
"सौंफ , दालचीनी और अदरक सभी कार्मिनेटिव हैं, जो आंतों में गैस को दूर करने में मदद करते हैं।",B-PROD O O O O O O O O O O O O O O O O O O
"मूल गिल्डिंग को हटा दिए जाने के बाद, ब्रश इलेक्ट्रोप्लेटिंग का उपयोग करके कांस्य पर ५०० माइक्रोइंच (१२.७०० माइक्रोमीटर) निकल कोटिंग लगाई गई थी।",O O O O O O O O O O O O O O O O O O O B-PROD O O O O
बैंड ने २०१७ में अपना सूर्य के चारों ओर 40 यात्राएं मनाया।,O O O O O B-CW I-CW I-CW I-CW I-CW I-CW O
"यह तटीय क्षेत्रों में रेडियो श्रोताओं क्लब, शौकिया रेडियो ऑपरेटरों, सामुदायिक रेडियो और टेलीविजन स्टेशनों, और इंटरनेट रेडियो को बढ़ावा देने के लिए गतिविधियां चलाता है।",O O O O O O O O O O O O O O O O B-CORP I-CORP O O O O O O O O
"राष्ट्रीय सांख्यिकी कार्यालय के हालिया अनुमानों ने २०१३ में यह आंकड़ा २५,००० रखा।",B-GRP I-GRP I-GRP O O O O O O O O O O
यह समुद्री प्रजाति हवाई से निकलती है।,O O O B-LOC O O O
"मनोरंजन साप्ताहिक पत्रिका संगीत बियर को रिफ्स और बाउंसी की तरह वाणिज्यिक कहा जाता है, सामान्य लय, जो सबसे अच्छा, [मंगल के] अपने संगीत अतीत की सस्ती नकल की तरह लगती है।",B-CW I-CW I-CW O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
इसका वर्णन १८५९ में फ्रांसिस वाकर द्वारा किया गया था।,O O O O B-PER I-PER O O O O
"बाद में उसी वर्ष, वह बीबीसी स्पोर्ट्स पर्सनैलिटी ऑफ़ द ईयर बन गईं, जिससे वह एक दशक से अधिक समय में इस सम्मान से सम्मानित होने वाली पहली महिला बन गईं।",O O O O O B-CW I-CW I-CW I-CW I-CW I-CW O O O O O O O O O O O O O O O O O O O O
एल्डन ने एक उत्तरी राजनेता से प्यार करने वाली मुलाटु महिला की भूमिका निभाई।,O O O O O O O O O B-PER O O O O
१९वीं सदी के पूर्वार्द्ध में padri और प्यूज़ सहित फिटिंग्स स्थापित की गई थीं।,O O O O O B-PROD O O O O O O O O
उन्होंने पहाड़ी के राजा . के एक एपिसोड में खुद को आवाज दी,O B-CW I-CW I-CW O O O O O O O O O
१८८० में वे साण्टा फे में चले गए और कानून की पढ़ाई शुरू की।,O O O B-LOC I-LOC O O O O O O O O O
"१९३३ तक, पूरे मार्ग को हटा दिया गया और जिस सड़क पर यह चला वह ओहियो स्टेट रूट 16 का उत्तरी विस्तार बन गया।",O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O O O O O
निन्टेंडो चाहता था कि यह एक गेमिंग कंसोल के बजाय एक नियमित होम टेक आइटम जैसे वीडियो कैसेट रिकॉर्डर के रूप में अधिक दिखे।,O O O O O O O O O O O O O O O O B-PROD I-PROD I-PROD O O O O O
उनका जन्म ग्रासनिका में हुआ था।,O O B-LOC O O O
एक मनोवैज्ञानिक और पटकथा लेखक जोनाथन यंग ने पौराणिक यात्रा संरचना को परिष्कृत किया।,O O O O O B-PER I-PER O O O O O O O
"डी हैविलैंड कनाडा डीएचसी-5 बफेलो , १९६० के दशक का एक सैन्य परिवहन विमान",B-PROD I-PROD I-PROD I-PROD I-PROD O O O O O O O O O
स्टेशन को आपूर्ति का एक शिपमेंट मिल रहा था जिससे यह कहने का मौका मिला कि आने वाले अंतरिक्ष यान में कॉफी वास्तव में कैसी थी (एक अजीज ) ।,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PROD O O
यह अश्क़ाबाद पर आधारित था।,O B-LOC O O O
"देवर किसी की बहन का पति है, या किसी की पत्नी का भाई है।",B-PER O O O O O O O O O O O O O
२०१६ - १७ सीज़न के पहले भाग के लिए मैकी को बेरविक रेंजर्स एफ.सी. के लिए ऋण दिया गया था।,O O O O O O O O O O O B-GRP I-GRP I-GRP O O O O O O
"कोहो सामन , जिसे कभी-कभी सिल्वर सैल्मन के नाम से भी जाना जाता है।",B-PROD I-PROD O O O O O O O O O O O O
"यह पाकिस्तान में सड़क फ्लाईओवर, सड़क ओवरपास, सड़क और रेलवे पुलों की एक सूची है।",O B-LOC O O O O O O O O O O O O O
"कविताएँ ९२ , ९३ , ४८९ , १४१९ , और १६०७ मान्योशू में उन्हें जिम्मेदार ठहराया गया है।",O O O O O O O O O O O B-CW O O O O O O
सैन्य मुद्दा सैन्य वर्दी सर्दियों की लड़ाई के दौरान सैनिकों को गर्म रखने के उद्देश्य से भारी कोट और जैकेट से लेकर बहुस्तरीय कपड़ों तक विकसित हुआ।,O O B-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O O
"वे अगरबत्ती जलाते हैं, मुख्य वेदी के सामने घुटने टेकते हैं, एक इच्छा करते हैं, और एक बामबूसोईडी सिलिंडर को तब तक हिलाते हैं जब तक कि एक छड़ी गिर न जाए।",O O O O O O O O O O O O O O O O O B-PROD O O O O O O O O O O O O O O
"२००३ के प्रवेश बैच से शुरू होकर, यह औपचारिक रूप से नवगठित पश्चिम बंगाल स्वास्थ्य विज्ञान विश्वविद्यालय से संबद्ध है।",O O O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O
हबीब एक प्रोग्रामर है जिसके पास सलेम रेडियो नेटवर्क है।,O O O O O O B-CORP I-CORP I-CORP O
समीक्षकों की १४ समीक्षाओं के आधार पर इस एपिसोड को ७१% अनुमोदन और समीक्षा समग्र साइट रॉटेन टमेटोज़ पर ६.३३ / १० की औसत रेटिंग मिली।,O O O O O O O O O O O O O O O O B-CORP I-CORP O O O O O O O O
"तीन दशकों से अधिक समय तक, वह १९६८ में कंपनी में संचालन अनुसंधान में शामिल होकर मोबिल में कार्यरत थे।",O O O O O O O O O O O O O O O O B-CORP O O O
"१९८८ में, फिल्म के एक गंभीर रूप से बिगड़े हुए नाइट्रेट प्रिंट के अस्तित्व के बारे में पता चला था और संभवतः १९९७ में इसे कांग्रेस के पुस्तकालय अभिलेखागार में स्थानांतरित कर दिया गया था।",O O O O O O O O O O O O O O O O O O O O O O O O O B-GRP I-GRP I-GRP O O O O O O O
यह पनामा में संग्रहालयों की सूची है।,O B-LOC O O O O O
जेफरी अब अक्सर अपने बैंड कैंप खाते पर एकल डालते हैं।,O O O O B-CW I-CW O O O O O
उनका करियर २००६ में टेलीविज़न श्रृंखला सीएसआई: एनवाई में एक भूमिका के साथ शुरू हुआ।,O O O O O O B-CW I-CW O O O O O O O
"एक और नवीनता थी इन्फ्यूज्ड जैतून का तेल , बेबी वेजिटेबल , चिली ऑयल और फ्लेवर्ड आटा का उपयोग करना।",O O O O O B-PROD I-PROD I-PROD O O O O O O O O O O O O
वेरिकोर का इतिहास १९६० के दशक के अंत में आने वाला के साथ शुरू हुआ।,O O O O O O O O O B-CORP I-CORP O O O O
जब हमला शुरू हुआ तो उन्हें फोर्ड द्वीप के बगल में बांध दिया गया था।,O O O O O O B-LOC I-LOC O O O O O O O
आईसीएससी की आधिकारिक साइट विश्व स्वास्थ्य संगठन,O O O O B-GRP I-GRP I-GRP
प्रारंभिक आधुनिक का पूर्वी भाग स्लावोनिया का साम्राज्य,O O O O O B-LOC I-LOC I-LOC
फिएट १३१ मिराफियोरी : १९७४ १९८१ (सप्ताहांत / एस्टेट के लिए लंबा),B-PROD I-PROD O O O O O O O O O O
एक घर जिसकी दीवारें आंशिक रूप से सफेदी की गई हैं और आंशिक रूप से प्लास्टर ।,O O O O O O O O O O O O O O O B-PROD O
"जहाज का निर्माण १९३६ में फ्लेंसबर्गर शिफबाउ-गेसेलशाफ्ट , फ्लेंसबर्ग द्वारा किया गया था।",O O O O O B-CORP I-CORP O B-LOC O O O O
इमारत ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण पर सूचीबद्ध है।,O B-GRP I-GRP I-GRP I-GRP I-GRP O O O
"ये किफ़ायती कॉफ़ी शॉप्स ब्रेड टोस्ट बनाती हैं, जिन्हें नारियल के अंडे जैम और मक्खन के साथ फैलाया जाता है, जिन्हें कॉफ़ी और चाय के साथ-साथ दो सॉफ्ट उबले हुए अंडे के साथ परोसा जाता है।",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PROD I-PROD I-PROD O O O O O
pete townshend in wikipedia इस कोर्स का छात्र था।,B-PER I-PER I-PER I-PER O O O O O
टेलर ने संघीय सरकार के साथ १९४३ के समझौते को निपटाने के लिए ग्रेट स्मोकी पर्वत राष्ट्रीय उद्यान के माध्यम से सड़क के लिए $ ६०० मिलियन से अधिक खर्च करने का समर्थन किया।,O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O
"खेत की स्थिति के महत्वपूर्ण महत्व से अवगत, आर्थर वेलेज़्ली ने इसके लिए अंत तक अपना बचाव करने के आदेश भेजे।",O O O O O O O O B-PER I-PER O O O O O O O O O O O
१७८२ में उन्हें रोज़ीक्रूशनवाद की सैद्धांतिक डिग्री में दीक्षित किया गया था और दो साल तक उनके स्थानीय अध्याय के सदस्य थे।,O O O B-GRP O O O O O O O O O O O O O O O O O O
उन्हें एक दिन थर्मोग्राफिक कैमरा छवि और लेजर रेंजफाइंडर दृष्टि के साथ एक नए गनर की दृष्टि से बदल दिया गया था।,O O O B-PROD I-PROD O O O O O O O O O O O O O O O O O
वेस्टा का उपयोग माइक्रोप्रोसेसर विकास परियोजनाओं के लिए इंटेल द्वारा किया जाता है।,O O O O O O O O B-CORP O O O O
फिल्म को अब खोई हुई फिल्म माना जाता है।,O O O B-CW I-CW I-CW O O O
शोस्तक अर्लिंग्टन काउंटी में बड़ा हुआ।,O B-LOC I-LOC O O O
शिशु (रीमिक्स) (इरव गोटी की विशेषता आशांति),B-CW O O O O O O
"हालांकि, पार्टी के भीतर कुछ लोग पार्टी के बदलते फोकस से नाखुश थे, विशेष रूप से जॉन ए ली ।",O O O O O O O O O O O O O O O O B-PER I-PER I-PER O
लिटिल ने फॉक्सटेल पर भी लाइव प्रदर्शन किया है।,O O B-CORP O O O O O O
"कई खाद्य पदार्थ मूल रूप से उष्णकटिबंधीय जंगलों से आते हैं, और अभी भी ज्यादातर उन क्षेत्रों में वृक्षारोपण पर उगाए जाते हैं जो पहले प्राथमिक वन थे।",O O O O O O O O O O O O O O O O O O B-CORP O O O O O O O O O
चांसल में एक डबल मछली पालने का जहाज़ है।,O O O O B-PROD I-PROD I-PROD I-PROD O
"भारत ने २०१२ में ३.६४३ मिलियन मीट्रिक टन गाय का मांस का उत्पादन किया, जिसमें से १.९६३ मिलियन मीट्रिक टन घरेलू स्तर पर खपत हुई और १.६८० मिलियन मीट्रिक टन निर्यात किया गया।",O O O O O O O O B-PROD I-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O
पिछले विजेताओं ने अक्सर सफल कॉलेज करियर बनाने में कामयाबी हासिल की है और यहां तक ​​कि नेशनल फुटबॉल लीग पर भी खेलते हैं।,O O O O O O O O O O O O O O O O O B-CORP I-CORP I-CORP O O O O
"अखाड़ा नियमित रूप से नैशनल हॉकी लीग से टीमों की मेजबानी करता है, जब टीमों के पास अपने नियमित मॉर्निंग स्केट के लिए घर जाने का समय नहीं होता है।",O O O O B-CORP I-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O O O
"१९३६ में, नकाजिमा ए4एन ने सेवा में प्रवेश किया।",O O B-PROD I-PROD O O O O O
"लॉस एंजिल्स टाइम्स ने फिल्म को एक सक्षम कलाकार के साथ एक स्मार्ट, मनोरंजक डरावनी तस्वीर कहा।",B-GRP I-GRP I-GRP O O O O O O O O O O O O O O
"शो जारी रहना चाहिए: चार सबसे ऊपर ( एबीसी रिकॉर्ड्स , १९७७) कीबोर्ड",O O O O B-GRP I-GRP I-GRP O B-CORP I-CORP O O O
"कल्टीवेशन , २००६ का एक एल्बम ग्राम खरगोश",O O O O O O B-GRP I-GRP
"असम में, इसे स्थानीय रूप से कुरकुरी के नाम से जाना जाता है।",B-LOC O O O O O O O O O O O O
क्लैप्टन ने मलाई के साथ खेलते हुए गिटार का व्यापक रूप से उपयोग किया और यह उनके प्रसिद्ध महिला स्वर का एक अनिवार्य तत्व था।,O O B-GRP O O O O O O O O O O O O O O O O O O O O O O
"उन्नीसवीं सदी में दाने निकलना आम बात थी, क्योंकि लोग नरम, सस्ती लकड़ियों पर पेंट की सतही परत लगाकर कठोर, महंगी लकड़ियों की नकल करने के इच्छुक थे।",O O O O O O O O O O O O O O B-PROD O O O O O O O O O O O O O
"क्षेत्र की सीट डबौ है और २०१४ की जनगणना में इस क्षेत्र की जनसंख्या ३५६,४९५ थी।",O O O B-LOC O O O O O O O O O O O O
भौगोलिक नामों पर यूनाइटेड स्टेट्स बोर्ड ने आधिकारिक तौर पर १९५० में इस नाम को अपनाया था।,B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O
"विस्रे श्रृंखला, जहां नेक्रोफेज राक्षसों का एक व्यापक समूह है जो लाशों पर फ़ीड करता है।",B-CW O O O O O O O O O O O O O O O
किप होल्डन - जनसंपर्क विशेषज्ञ (बैटन रूज के पूर्व महापौर अध्यक्ष),B-PER I-PER O O O O O O O O O
मार्वलेट्स ने १९६६ में एक संस्करण रिकॉर्ड किया।,B-GRP O O O O O O O
"उन्होंने १९०८ तक सेवा की, इस दौरान उन्होंने कई कलात्मक परियोजनाओं को देखा, विशेष रूप से केल्विंग्रोव आर्ट गैलरी और संग्रहालय ।",O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O
१९४५ से पहले यह क्षेत्र जर्मनी का हिस्सा था।,O O O O O B-LOC O O O
१९१२ लाइनर का प्रतिनिधित्व करने के लिए उस पक्ष को वाइट स्टार लाइन पोशाक में चित्रित किया गया था।,O O O O O O O O O O B-CORP I-CORP I-CORP O O O O O O
"आईक पोकॉर्नी ने इसे पहले तोड़ा, १०.२३३ सेकंड के रन के साथ।",B-PER I-PER O O O O O O O O O O
इसे २००१ में हैमरहार्ट रिकॉर्ड्स द्वारा जारी किया गया था।,O O O B-CORP I-CORP O O O O O
काले प्रिंप्रोटन के पश्चिम उत्तर पश्चिम में है।,O B-LOC O O O O O O
आयातित वाणिज्यिक वाहन पर शुल्क १०% से बढ़ाकर ४०% कर दिया गया।,O B-PROD I-PROD O O O O O O O O O
इस अवधि के दौरान उनकी व्यक्तिगत अल्बाट्रोस डी.वी युद्ध की अधिक काल्पनिक पेंट योजनाओं में से एक थी।,O O O O O O B-PROD I-PROD O O O O O O O O O O
उन्होंने फिल्म लव में घूम के लिए शीर्षक गीत भी गाया।,O O B-CW I-CW I-CW O O O O O O
सोप्रानो और ऑर्केस्ट्रा के लिए न (ओपेरा इन वन एक्ट),O O O O O B-CW O O O O
"एल्बम के कवर की तुलना १९७० के दशक में अपहृत अख़बार की उत्तराधिकारी, पैटी हर्स्ट की एक कुख्यात तस्वीर से भी की गई थी।",O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O
"अन्य ऑपरेटिंग सिस्टम पर भी कई तरह के कार्यान्वयन मौजूद हैं और यह आमतौर पर नेटवर्क उपकरणों में पाया जाता है, जैसे कि राउटर ।",O O O O O O O O O O O O O O O O O O O O O O O B-PROD O
"स्टेफी ग्राफ दो बार के डिफेंडिंग चैंपियन थे, लेकिन चोट के कारण पीछे हट गए।",B-PER I-PER O O O O O O O O O O O O O
"१९२८ की इमारत में घंटी मीनार को नुकसान हुआ था, जिसे ईंट से ईंटों से तोड़ कर फिर से बनाया गया था।",O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O
